"Time (s) Run #8","Angle (rad) Run #8","Angular Velocity (rad/s) Run #8","Angular Acceleration (rad/s²) Run #8","State Run #8"
26.750,-4.276,-0.640,1.891,
26.800,-4.307,-0.509,2.763,
26.850,-4.328,-0.349,3.248,
26.900,-4.342,-0.175,3.345,
26.950,-4.346,0.000,3.054,
27.000,-4.342,0.145,2.473,
27.050,-4.328,0.247,1.794,
27.100,-4.315,0.320,1.115,
27.150,-4.298,0.364,0.339,
27.200,-4.276,0.364,-0.582,
27.250,-4.259,0.305,-1.406,
27.300,-4.246,0.204,-1.842,
27.350,-4.237,0.102,-1.842,
27.400,-4.237,0.015,-1.551,
27.450,-4.237,-0.058,-1.164,
27.500,-4.241,-0.102,-0.727,
27.550,-4.250,-0.131,-0.291,
27.600,-4.254,-0.131,0.048,
27.650,-4.263,-0.116,0.291,
27.700,-4.267,-0.102,0.436,
27.750,-4.272,-0.073,0.582,
27.800,-4.276,-0.044,0.679,
27.850,-4.276,0.000,0.582,
27.900,-4.276,0.029,0.291,
27.950,-4.272,0.029,2.618,
28.000,-4.272,0.015,16.581,
28.050,-4.272,0.800,48.627,
28.100,-4.272,4.232,87.363,
28.150,-4.032,10.399,106.126,
28.200,-3.242,16.624,89.303,
28.250,-2.182,20.246,49.790,
28.300,-1.134,21.177,10.181,
28.350,-0.065,20.784,-21.817,
28.400,0.995,19.140,-51.245,
28.450,1.924,15.737,-79.509,
28.500,2.618,10.850,-100.696,
28.550,3.033,5.221,-111.022,
28.600,3.142,-0.553,-112.040,
28.650,2.967,-6.167,-105.835,
28.700,2.518,-11.374,-91.775,
28.750,1.806,-15.708,-68.795,
28.800,0.890,-18.544,-40.288,
28.850,-0.118,-19.635,-15.029,
28.900,-1.121,-19.533,-0.970,
28.950,-2.073,-19.228,2.424,
29.000,-3.015,-19.242,4.751,
29.050,-3.992,-19.199,16.387,
29.100,-4.974,-18.137,39.609,
29.150,-5.873,-15.417,67.631,
29.200,-6.576,-11.141,91.000,
29.250,-7.016,-5.905,104.574,
29.300,-7.173,-0.349,108.404,
29.350,-7.047,5.163,103.896,
29.400,-6.650,10.312,90.709,
29.450,-5.991,14.603,68.407,
29.500,-5.136,17.424,40.773,
29.550,-4.180,18.573,16.096,
29.600,-3.233,18.573,1.794,
29.650,-2.321,18.282,-2.182,
29.700,-1.422,18.253,-3.830,
29.750,-0.506,18.239,-12.799,
29.800,0.428,17.468,-32.967,
29.850,1.300,15.228,-59.826,
29.900,2.011,11.374,-84.697,
29.950,2.478,6.385,-100.744,
30.000,2.662,0.902,-105.835,
30.050,2.566,-4.523,-100.647,
30.100,2.195,-9.468,-85.909,
30.150,1.588,-13.439,-62.832,
30.200,0.798,-15.955,-35.537,
30.250,-0.070,-16.886,-11.684,
30.300,-0.934,-16.682,1.648,
30.350,-1.745,-16.217,3.442,
30.400,-2.531,-16.130,0.339,
30.450,-3.338,-16.406,2.279,
30.500,-4.180,-16.392,15.514,
30.550,-5.018,-15.272,38.834,
30.600,-5.768,-12.610,65.110,
30.650,-6.331,-8.538,86.394,
30.700,-6.650,-3.592,98.029,
30.750,-6.698,1.629,98.999,
30.800,-6.480,6.632,89.787,
30.850,-6.013,10.937,71.268,
30.900,-5.345,14.035,46.251,
30.950,-4.551,15.606,20.847,
31.000,-3.731,15.839,2.376,
31.050,-2.945,15.388,-5.139,
31.100,-2.199,14.966,-3.879,
31.150,-1.466,14.937,-1.067,
31.200,-0.720,15.126,-4.654,
31.250,0.057,14.908,-18.665,
31.300,0.816,13.599,-40.918,
31.350,1.470,10.865,-64.820,
31.400,1.946,6.894,-83.485,
31.450,2.186,2.167,-92.648,
31.500,2.169,-2.749,-90.951,
31.550,1.898,-7.287,-78.782,
31.600,1.409,-10.937,-58.178,
31.650,0.759,-13.279,-33.501,
31.700,0.026,-14.210,-11.151,
31.750,-0.702,-14.064,2.860,
31.800,-1.392,-13.497,6.400,
31.850,-2.042,-13.134,2.521,
31.900,-2.683,-13.221,-2.182,
31.950,-3.351,-13.584,-0.921,
32.000,-4.049,-13.701,9.939,
32.050,-4.752,-12.930,29.283,
32.100,-5.393,-10.894,51.875,
32.150,-5.886,-7.607,71.219,
32.200,-6.183,-3.462,82.661,
32.250,-6.244,1.004,84.212,
32.300,-6.074,5.294,75.922,
32.350,-5.694,8.901,59.147,
32.400,-5.144,11.417,36.991,
32.450,-4.503,12.625,14.641,
32.500,-3.840,12.668,-2.182,
32.550,-3.211,12.043,-9.745,
32.600,-2.635,11.345,-8.339,
32.650,-2.094,11.025,-1.939,
32.700,-1.553,11.185,3.879,
32.750,-0.986,11.621,4.266,
32.800,-0.388,11.912,-3.394,
32.850,0.227,11.577,-18.811,
32.900,0.807,10.210,-38.640,
32.950,1.292,7.679,-57.644,
33.000,1.610,4.218,-70.783,
33.050,1.728,0.276,-75.098,
33.100,1.636,-3.622,-69.959,
33.150,1.348,-7.010,-56.432,
33.200,0.903,-9.483,-37.282,
33.250,0.358,-10.792,-16.823,
33.300,-0.218,-11.025,-1.155E-12,
33.350,-0.768,-10.516,9.648,
33.400,-1.278,-9.759,11.442,
33.450,-1.737,-9.163,7.321,
33.500,-2.177,-8.945,0.727,
33.550,-2.618,-9.134,-4.994,
33.600,-3.081,-9.570,-7.175,
33.650,-3.574,-10.036,-3.927,
33.700,-4.093,-10.196,5.575,
33.750,-4.616,-9.687,20.508,
33.800,-5.096,-8.247,37.912,
33.850,-5.476,-5.832,53.475,
33.900,-5.707,-2.676,63.074,
33.950,-5.755,0.785,64.286,
34.000,-5.620,4.058,57.063,
34.050,-5.328,6.720,43.294,
