"Time (s) Run #4","Angle (rad) Run #4","Angular Velocity (rad/s) Run #4","Angular Acceleration (rad/s²) Run #4","State Run #4"
36.800,-2.692,-1.745,5.721,
36.850,-2.771,-1.498,4.024,
36.900,-2.836,-1.338,2.473,
36.950,-2.902,-1.265,1.261,
37.000,-2.963,-1.236,0.436,
37.050,-3.024,-1.222,-0.242,
37.100,-3.085,-1.251,-1.018,
37.150,-3.146,-1.324,-1.891,
37.200,-3.216,-1.440,-2.715,
37.250,-3.290,-1.600,-3.491,
37.300,-3.373,-1.789,-4.169,
37.350,-3.469,-2.022,-4.654,
37.400,-3.574,-2.269,-4.800,
37.450,-3.696,-2.516,-4.315,
37.500,-3.827,-2.734,-3.054,
37.550,-3.971,-2.851,-0.970,
37.600,-4.119,-2.851,1.745,
37.650,-4.259,-2.691,4.751,
37.700,-4.394,-2.371,7.805,
37.750,-4.503,-1.905,10.569,
37.800,-4.586,-1.294,12.702,
37.850,-4.638,-0.596,13.720,
37.900,-4.647,0.131,13.284,
37.950,-4.621,0.785,11.539,
38.000,-4.564,1.309,8.921,
38.050,-4.485,1.687,5.915,
38.100,-4.390,1.905,2.812,
38.150,-4.289,1.963,-0.145,
38.200,-4.189,1.876,-2.715,
38.250,-4.097,1.673,-4.751,
38.300,-4.019,1.382,-6.206,
38.350,-3.958,1.033,-7.030,
38.400,-3.914,0.654,-7.175,
38.450,-3.892,0.291,-6.739,
38.500,-3.888,-0.029,-6.012,
38.550,-3.896,-0.305,-5.284,
38.600,-3.918,-0.553,-4.606,
38.650,-3.953,-0.771,-3.830,
38.700,-3.997,-0.945,-2.860,
38.750,-4.049,-1.062,-1.697,
38.800,-4.106,-1.120,-0.388,
38.850,-4.163,-1.105,1.018,
38.900,-4.219,-1.018,2.424,
38.950,-4.267,-0.858,3.588,
39.000,-4.307,-0.640,4.315,
39.050,-4.333,-0.407,4.557,
39.100,-4.346,-0.175,4.412,
39.150,-4.350,0.044,3.975,
39.200,-4.342,0.233,3.297,
39.250,-4.324,0.378,2.473,
39.300,-4.302,0.480,1.600,
39.350,-4.276,0.538,0.727,
39.400,-4.246,0.553,-0.097,
39.450,-4.219,0.524,-0.776,
39.500,-4.193,0.465,-1.309,
39.550,-4.171,0.393,-1.745,
39.600,-4.154,0.291,-2.133,
39.650,-4.141,0.175,-2.376,
39.700,-4.136,0.044,-2.279,
39.750,-4.136,-0.073,-1.842,
39.800,-4.145,-0.145,-1.212,
39.850,-4.154,-0.189,-0.630,
39.900,-4.163,-0.204,-0.194,
39.950,-4.176,-0.204,0.097,
40.000,-4.184,-0.189,0.291,
40.050,-4.193,-0.175,0.485,
40.100,-4.202,-0.145,0.727,
40.150,-4.211,-0.102,0.921,
40.200,-4.211,-0.044,0.873,
40.250,-4.215,0.000,0.582,
40.300,-4.211,0.015,0.194,
40.350,-4.211,0.015,-0.048,
40.400,-4.211,0.000,-0.097,
40.450,-4.211,0.000,-0.048,
40.500,-4.211,0.000,0.000,
40.550,-4.211,0.000,0.000,
40.600,-4.211,0.000,0.048,
40.650,-4.211,0.000,0.145,
40.700,-4.211,0.015,0.194,
40.750,-4.211,0.029,0.097,
40.800,-4.206,0.029,-0.097,
40.850,-4.206,0.015,-0.194,
40.900,-4.206,0.000,-0.145,
40.950,-4.206,0.000,-0.048,
41.000,-4.206,0.000,0.000,
41.050,-4.206,0.000,0.000,
41.100,-4.206,0.000,0.000,
41.150,-4.206,0.000,0.000,
41.200,-4.206,0.000,0.000,
41.250,-4.206,0.000,0.000,
41.300,-4.206,0.000,0.000,
41.350,-4.206,0.000,0.000,
41.400,-4.206,0.000,0.000,
41.450,-4.206,0.000,0.000,
41.500,-4.206,0.000,0.000,
41.550,-4.206,0.000,0.000,
41.600,-4.206,0.000,0.000,
41.650,-4.206,0.000,0.000,
41.700,-4.206,0.000,0.000,
41.750,-4.206,0.000,0.000,
41.800,-4.206,0.000,0.000,
41.850,-4.206,0.000,0.000,
41.900,-4.206,0.000,0.000,
41.950,-4.206,0.000,0.000,
42.000,-4.206,0.000,0.000,
42.050,-4.206,0.000,0.000,
42.100,-4.206,0.000,3.782,
42.150,-4.206,0.000,19.732,
42.200,-4.206,1.134,49.015,
42.250,-4.206,4.785,76.164,
42.300,-3.866,9.919,80.043,
42.350,-3.111,14.064,58.614,
42.400,-2.326,15.868,30.689,
42.450,-1.527,16.421,10.472,
42.500,-0.689,16.770,-5.333,
42.550,0.179,16.304,-26.180,
42.600,0.999,14.384,-52.214,
42.650,1.676,10.952,-75.776,
42.700,2.129,6.458,-90.854,
42.750,2.334,1.498,-95.702,
42.800,2.278,-3.418,-91.048,
42.850,1.977,-7.883,-77.764,
42.900,1.462,-11.476,-56.772,
42.950,0.785,-13.774,-30.786,
43.000,0.026,-14.559,-5.333,
43.050,-0.720,-14.035,13.090,
43.100,-1.401,-12.814,20.750,
43.150,-1.998,-11.592,18.859,
43.200,-2.539,-10.777,12.411,
43.250,-3.059,-10.414,6.981,
43.300,-3.574,-10.268,6.303,
43.350,-4.088,-10.007,11.684,
43.400,-4.590,-9.294,22.301,
43.450,-5.044,-7.883,35.731,
43.500,-5.406,-5.701,48.481,
43.550,-5.637,-2.880,56.966,
43.600,-5.707,0.247,58.614,
43.650,-5.607,3.258,52.748,
43.700,-5.363,5.745,40.870,
43.750,-5.005,7.447,25.938,
43.800,-4.586,8.319,11.393,
43.850,-4.150,8.465,0.194,
43.900,-3.722,8.145,-5.915,
43.950,-3.329,7.679,-6.739,
44.000,-2.963,7.330,-3.588,
44.050,-2.605,7.258,1.794,
44.100,-2.247,7.490,7.902,
44.150,-1.868,8.058,13.187,
44.200,-1.453,8.901,15.514,
44.250,-0.982,9.803,12.363,
44.300,-0.463,10.399,2.230,
44.350,0.083,10.268,-14.157,
44.400,0.602,9.105,-33.452,
44.450,1.034,6.850,-50.808,
44.500,1.318,3.782,-61.959,
44.550,1.422,0.349,-64.820,
44.600,1.348,-2.982,-59.487,
44.650,1.108,-5.832,-47.172,
44.700,0.737,-7.883,-29.961,
44.750,0.284,-8.901,-11.005,
44.800,-0.192,-8.901,6.060,
44.850,-0.633,-8.116,18.568,
44.900,-1.017,-6.850,25.792,
44.950,-1.326,-5.381,28.507,
45.000,-1.553,-3.898,28.216,
45.050,-1.710,-2.516,26.568,
45.100,-1.802,-1.251,24.725,
45.150,-1.833,-0.058,23.223,
45.200,-1.806,1.062,22.156,
45.250,-1.724,2.138,21.671,
45.300,-1.593,3.200,21.817,
45.350,-1.405,4.305,21.914,
45.400,-1.165,5.440,20.556,
45.450,-0.860,6.472,16.193,
45.500,-0.506,7.199,8.048,
45.550,-0.122,7.403,-3.539,
45.600,0.257,6.923,-17.114,
45.650,0.598,5.687,-30.301,
45.700,0.851,3.782,-40.433,
45.750,0.990,1.454,-45.476,
45.800,0.999,-0.974,-44.554,
45.850,0.886,-3.200,-37.912,
45.900,0.663,-4.931,-26.762,
45.950,0.367,-5.963,-13.235,
46.000,0.039,-6.240,0.145,
46.050,-0.279,-5.861,11.490,
46.100,-0.563,-4.989,19.877,
46.150,-0.790,-3.767,25.113,
46.200,-0.947,-2.371,27.440,
46.250,-1.025,-0.945,27.489,
46.300,-1.038,0.422,26.131,
46.350,-0.982,1.687,23.901,
46.400,-0.864,2.836,20.799,
46.450,-0.694,3.811,16.435,
46.500,-0.476,4.538,10.423,
46.550,-0.227,4.916,2.763,
46.600,0.031,4.858,-6.109,
46.650,0.275,4.320,-15.272,
46.700,0.480,3.302,-23.368,
46.750,0.620,1.891,-28.798,
46.800,0.676,0.276,-30.301,
46.850,0.646,-1.294,-27.586,
46.900,0.537,-2.603,-21.477,
46.950,0.371,-3.505,-13.381,
47.000,0.170,-3.956,-4.703,
47.050,-0.039,-3.956,3.491,
47.100,-0.240,-3.563,10.472,
47.150,-0.406,-2.851,15.708,
47.200,-0.532,-1.920,18.956,
47.250,-0.602,-0.887,20.168,
47.300,-0.620,0.160,19.538,
47.350,-0.585,1.120,17.356,
47.400,-0.502,1.934,13.963,
47.450,-0.384,2.545,9.745,
47.500,-0.240,2.923,4.897,
47.550,-0.083,3.054,-0.485,
47.600,0.074,2.894,-6.254,
47.650,0.218,2.429,-11.781,
47.700,0.327,1.673,-15.999,
47.750,0.393,0.742,-17.938,
47.800,0.401,-0.218,-17.259,
47.850,0.367,-1.062,-14.496,
47.900,0.288,-1.702,-10.423,
47.950,0.188,-2.123,-5.672,
48.000,0.070,-2.283,-0.630,
48.050,-0.052,-2.182,4.169,
48.100,-0.157,-1.833,7.999,
48.150,-0.240,-1.324,10.423,
48.200,-0.292,-0.742,11.393,
48.250,-0.314,-0.145,11.151,
48.300,-0.305,0.407,9.890,
48.350,-0.271,0.873,7.805,
48.400,-0.214,1.207,5.236,
48.450,-0.144,1.396,2.521,
48.500,-0.070,1.454,-0.194,
48.550,0.004,1.382,-2.909,
48.600,0.074,1.164,-5.430,
48.650,0.127,0.814,-7.224,
48.700,0.157,0.393,-7.805,
48.750,0.166,-0.015,-7.175,
48.800,0.153,-0.349,-5.769,
48.850,0.127,-0.596,-4.072,
48.900,0.092,-0.756,-2.230,
48.950,0.048,-0.829,-0.291,
49.000,0.004,-0.785,1.551,
49.050,-0.035,-0.654,2.957,
49.100,-0.061,-0.465,3.685,
49.150,-0.083,-0.262,3.782,
49.200,-0.087,-0.073,3.394,
49.250,-0.087,0.087,2.715,
49.300,-0.079,0.204,1.842,
49.350,-0.065,0.276,0.873,
49.400,-0.048,0.291,-0.048,
49.450,-0.035,0.262,-0.776,
49.500,-0.022,0.204,-1.212,
49.550,-0.013,0.131,-1.309,
49.600,-0.009,0.058,-1.067,
49.650,-0.009,0.015,-0.630,
49.700,-0.009,0.000,-0.242,
49.750,-0.009,0.000,-0.048,
49.800,-0.009,0.000,0.000,
49.850,-0.009,0.000,0.000,
49.900,-0.009,0.000,0.000,
49.950,-0.009,0.000,0.000,
50.000,-0.009,0.000,0.000,
50.050,-0.009,0.000,0.000,
50.100,-0.009,0.000,0.000,
50.150,-0.009,0.000,0.000,
50.200,-0.009,0.000,0.000,
50.250,-0.009,0.000,0.000,
50.300,-0.009,0.000,0.000,
50.350,-0.009,0.000,0.000,
50.400,-0.009,0.000,0.000,
50.450,-0.009,0.000,0.000,
50.500,-0.009,0.000,0.000,
50.550,-0.009,0.000,0.000,
50.600,-0.009,0.000,0.000,
50.650,-0.009,0.000,0.000,
50.700,-0.009,0.000,0.000,
50.750,-0.009,0.000,0.000,
50.800,-0.009,0.000,0.000,
50.850,-0.009,0.000,0.000,
50.900,-0.009,0.000,0.000,
50.950,-0.009,0.000,0.000,
51.000,-0.009,0.000,0.000,
51.050,-0.009,0.000,0.000,
51.100,-0.009,0.000,0.000,
51.150,-0.009,0.000,0.000,
51.200,-0.009,0.000,0.000,
51.250,-0.009,0.000,0.000,
51.300,-0.009,0.000,0.000,
51.350,-0.009,0.000,0.000,
51.400,-0.009,0.000,0.000,
51.450,-0.009,0.000,0.000,
51.500,-0.009,0.000,0.000,
51.550,-0.009,0.000,0.000,
51.600,-0.009,0.000,0.000,
51.650,-0.009,0.000,,
51.700,-0.009,0.000,,
51.750,-0.009,,,
