"Time (s) Run #6","Angle (rad) Run #6","Angular Velocity (rad/s) Run #6","Angular Acceleration (rad/s²) Run #6","State Run #6"
30.350,3.421,6.923,10.327,
30.400,3.787,7.461,5.430,
30.450,4.180,7.636,-3.830,
30.500,4.573,7.199,-16.338,
30.550,4.926,6.036,-29.671,
30.600,5.201,4.160,-40.821,
30.650,5.363,1.774,-47.124,
30.700,5.384,-0.785,-47.172,
30.750,5.275,-3.156,-41.306,
30.800,5.053,-5.061,-31.028,
30.850,4.747,-6.341,-18.374,
30.900,4.394,-6.909,-5.527,
30.950,4.032,-6.821,5.478,
31.000,3.696,-6.240,13.284,
31.050,3.399,-5.367,17.647,
31.100,3.155,-4.378,19.102,
31.150,2.963,-3.389,18.617,
31.200,2.819,-2.487,17.259,
31.250,2.718,-1.673,15.805,
31.300,2.653,-0.916,14.447,
31.350,2.627,-0.218,13.041,
31.400,2.635,0.393,11.781,
31.450,2.670,0.931,11.248,
31.500,2.727,1.469,11.684,
31.550,2.814,2.080,12.654,
31.600,2.932,2.749,13.575,
31.650,3.089,3.447,14.060,
31.700,3.277,4.174,13.769,
31.750,3.504,4.872,11.975,
31.800,3.770,5.454,7.902,
31.850,4.058,5.760,1.212,
31.900,4.359,5.658,-7.757,
31.950,4.643,5.032,-17.744,
32.000,4.883,3.854,-26.810,
32.050,5.044,2.240,-32.870,
32.100,5.114,0.407,-34.713,
32.150,5.083,-1.382,-32.289,
32.200,4.965,-2.938,-26.422,
32.250,4.778,-4.102,-18.229,
32.300,4.538,-4.800,-8.921,
32.350,4.280,-4.989,0.145,
32.400,4.023,-4.727,7.854,
32.450,3.796,-4.131,13.526,
32.500,3.604,-3.302,17.065,
32.550,3.460,-2.356,18.714,
32.600,3.368,-1.382,19.005,
32.650,3.325,-0.436,18.568,
32.700,3.325,0.480,17.744,
32.750,3.373,1.353,16.581,
32.800,3.464,2.153,14.981,
32.850,3.591,2.865,12.848,
32.900,3.752,3.462,9.842,
32.950,3.944,3.898,5.575,
33.000,4.150,4.072,1.155E-13,
33.050,4.363,3.927,-6.497,
33.100,4.555,3.432,-13.138,
33.150,4.717,2.589,-18.956,
33.200,4.826,1.469,-22.786,
33.250,4.869,0.204,-23.756,
33.300,4.843,-1.018,-21.768,
33.350,4.760,-2.051,-17.453,
33.400,4.629,-2.807,-11.732,
33.450,4.468,-3.243,-5.430,
33.500,4.294,-3.345,0.727,
33.550,4.123,-3.142,6.157,
33.600,3.971,-2.691,10.472,
33.650,3.848,-2.051,13.429,
33.700,3.761,-1.294,14.884,
33.750,3.718,-0.509,14.932,
33.800,3.713,0.233,13.963,
33.850,3.744,0.902,12.411,
33.900,3.805,1.484,10.472,
33.950,3.896,1.963,8.096,
34.000,4.006,2.313,5.236,
34.050,4.132,2.502,1.794,
34.100,4.263,2.516,-2.182,
34.150,4.390,2.298,-6.351,
34.200,4.503,1.862,-10.133,
34.250,4.581,1.251,-12.848,
34.300,4.629,0.524,-14.108,
34.350,4.638,-0.218,-13.672,
34.400,4.603,-0.902,-11.587,
34.450,4.542,-1.425,-8.339,
34.500,4.455,-1.745,-4.557,
34.550,4.359,-1.876,-0.873,
34.600,4.263,-1.818,2.424,
34.650,4.171,-1.614,5.188,
34.700,4.097,-1.280,7.224,
34.750,4.040,-0.858,8.436,
34.800,4.010,-0.407,8.727,
34.850,4.001,0.044,8.193,
34.900,4.014,0.436,6.981,
34.950,4.049,0.756,5.333,
35.000,4.093,0.974,3.588,
35.050,4.150,1.105,1.842,
35.100,4.206,1.164,0.097,
35.150,4.267,1.120,-1.745,
35.200,4.324,0.989,-3.539,
35.250,4.368,0.756,-4.994,
35.300,4.403,0.465,-5.818,
35.350,4.416,0.145,-5.769,
35.400,4.416,-0.145,-4.897,
35.450,4.398,-0.364,-3.491,
35.500,4.376,-0.495,-1.988,
35.550,4.346,-0.553,-0.630,
35.600,4.320,-0.553,0.485,
35.650,4.289,-0.495,1.357,
35.700,4.267,-0.407,1.988,
35.750,4.250,-0.291,2.376,
35.800,4.237,-0.160,2.376,
35.850,4.232,-0.029,1.842,
