"Date and Time Run #10","Time (s) Run #10","Counts/sample (counts/sample) Run #10","Angle (rad) Run #10","Angular Velocity (rad/s) Run #10","Angular Acceleration (rad/s²) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Counts Run #10","State Run #10","Time in Gate (s) Run #10","Speed (m/s) Run #10"
01/27/2023 02:31:31 pm,0.000,1,0.017,,,4.1667E-4,,,1,,,
01/27/2023 02:31:31 pm,0.050,0,0.017,-0.349,,4.1667E-4,-0.008,,1,,,
01/27/2023 02:31:31 pm,0.100,-2,-0.017,-1.396,-20.362,-4.1667E-4,-0.033,-0.486,-1,,,
01/27/2023 02:31:31 pm,0.150,-6,-0.122,-2.385,-17.065,-0.0029,-0.057,-0.407,-7,,,
01/27/2023 02:31:31 pm,0.200,-8,-0.262,-3.200,-12.605,-0.0062,-0.076,-0.301,-15,,,
01/27/2023 02:31:31 pm,0.250,-11,-0.454,-3.665,-7.369,-0.0108,-0.088,-0.176,-26,,,
01/27/2023 02:31:31 pm,0.300,-11,-0.646,-3.898,-2.521,-0.0154,-0.093,-0.060,-37,,,
01/27/2023 02:31:31 pm,0.350,-11,-0.838,-3.898,1.551,-0.0200,-0.093,0.037,-48,,,
01/27/2023 02:31:31 pm,0.400,-12,-1.047,-3.723,5.042,-0.0250,-0.089,0.120,-60,,,
01/27/2023 02:31:31 pm,0.450,-10,-1.222,-3.374,7.563,-0.0292,-0.081,0.181,-70,,,
01/27/2023 02:31:31 pm,0.500,-9,-1.379,-2.909,9.114,-0.0329,-0.069,0.218,-79,,,
01/27/2023 02:31:31 pm,0.550,-8,-1.518,-2.443,10.084,-0.0362,-0.058,0.241,-87,,,
01/27/2023 02:31:31 pm,0.600,-6,-1.623,-1.920,11.054,-0.0387,-0.046,0.264,-93,,,
01/27/2023 02:31:31 pm,0.650,-5,-1.710,-1.338,12.217,-0.0408,-0.032,0.292,-98,,,
01/27/2023 02:31:31 pm,0.700,-3,-1.763,-0.698,13.187,-0.0421,-0.017,0.315,-101,,,
01/27/2023 02:31:31 pm,0.750,-1,-1.780,0.000,13.963,-0.0425,0.000,0.333,-102,,,
01/27/2023 02:31:31 pm,0.793,,,,,,,,,1.00,,
01/27/2023 02:31:31 pm,0.800,1,-1.763,0.698,14.738,-0.0421,0.017,0.352,-101,,,
01/27/2023 02:31:31 pm,0.850,3,-1.710,1.454,15.708,-0.0408,0.035,0.375,-98,,,
01/27/2023 02:31:31 pm,0.851,,,,,,,,,0.00,0.06,0.86
01/27/2023 02:31:31 pm,0.900,5,-1.623,2.269,16.678,-0.0387,0.054,0.398,-93,,,
01/27/2023 02:31:31 pm,0.950,8,-1.484,3.142,16.872,-0.0354,0.075,0.403,-85,,,
01/27/2023 02:31:32 pm,1.000,10,-1.309,4.014,15.708,-0.0312,0.096,0.375,-75,,,
01/27/2023 02:31:32 pm,1.050,13,-1.082,4.771,12.411,-0.0258,0.114,0.296,-62,,,
01/27/2023 02:31:32 pm,1.100,15,-0.820,5.352,6.400,-0.0196,0.128,0.153,-47,,,
01/27/2023 02:31:32 pm,1.150,16,-0.541,5.527,-2.133,-0.0129,0.132,-0.051,-31,,,
01/27/2023 02:31:32 pm,1.200,17,-0.244,5.178,-12.217,-0.0058,0.124,-0.292,-14,,,
01/27/2023 02:31:32 pm,1.250,14,0.000,4.305,-22.301,0.0000,0.103,-0.532,0,,,
01/27/2023 02:31:32 pm,1.300,11,0.192,2.909,-30.834,0.0046,0.069,-0.736,11,,,
01/27/2023 02:31:32 pm,1.350,7,0.314,1.105,-35.876,0.0075,0.026,-0.856,18,,,
01/27/2023 02:31:32 pm,1.400,0,0.314,-0.873,-36.070,0.0075,-0.021,-0.861,18,,,
01/27/2023 02:31:32 pm,1.450,-6,0.209,-2.676,-31.804,0.0050,-0.064,-0.759,12,,,
01/27/2023 02:31:32 pm,1.500,-10,0.035,-4.131,-24.629,8.3333E-4,-0.099,-0.588,2,,,
01/27/2023 02:31:32 pm,1.550,-14,-0.209,-5.178,-15.902,-0.0050,-0.124,-0.380,-12,,,
01/27/2023 02:31:32 pm,1.600,-17,-0.506,-5.760,-6.787,-0.0121,-0.137,-0.162,-29,,,
01/27/2023 02:31:32 pm,1.650,-17,-0.803,-5.818,1.164,-0.0192,-0.139,0.028,-46,,,
01/27/2023 02:31:32 pm,1.700,-17,-1.100,-5.527,6.593,-0.0262,-0.132,0.157,-63,,,
01/27/2023 02:31:32 pm,1.750,-15,-1.361,-5.061,9.308,-0.0325,-0.121,0.222,-78,,,
01/27/2023 02:31:32 pm,1.800,-14,-1.606,-4.538,10.472,-0.0383,-0.108,0.250,-92,,,
01/27/2023 02:31:32 pm,1.850,-12,-1.815,-4.014,10.860,-0.0433,-0.096,0.259,-104,,,
01/27/2023 02:31:32 pm,1.900,-11,-2.007,-3.432,10.666,-0.0479,-0.082,0.255,-115,,,
01/27/2023 02:31:32 pm,1.950,-9,-2.164,-2.909,9.696,-0.0517,-0.069,0.231,-124,,,
01/27/2023 02:31:33 pm,2.000,-7,-2.286,-2.443,8.339,-0.0546,-0.058,0.199,-131,,,
01/27/2023 02:31:33 pm,2.050,-7,-2.409,-2.094,7.563,-0.0575,-0.050,0.181,-138,,,
01/27/2023 02:31:33 pm,2.100,-5,-2.496,-1.745,7.757,-0.0596,-0.042,0.185,-143,,,
01/27/2023 02:31:33 pm,2.101,,,,,,,,,1.00,,
01/27/2023 02:31:33 pm,2.150,-5,-2.583,-1.338,8.727,-0.0617,-0.032,0.208,-148,,,
01/27/2023 02:31:33 pm,2.159,,,,,,,,,0.00,0.06,0.86
01/27/2023 02:31:33 pm,2.200,-3,-2.635,-0.873,9.696,-0.0629,-0.021,0.231,-151,,,
01/27/2023 02:31:33 pm,2.250,-2,-2.670,-0.349,10.278,-0.0637,-0.008,0.245,-153,,,
01/27/2023 02:31:33 pm,2.300,0,-2.670,0.175,10.666,-0.0637,0.004,0.255,-153,,,
01/27/2023 02:31:33 pm,2.350,1,-2.653,0.698,11.442,-0.0633,0.017,0.273,-152,,,
01/27/2023 02:31:33 pm,2.400,3,-2.601,1.280,12.799,-0.0621,0.031,0.306,-149,,,
01/27/2023 02:31:33 pm,2.450,4,-2.531,1.978,14.350,-0.0604,0.047,0.343,-145,,,
01/27/2023 02:31:33 pm,2.500,7,-2.409,2.734,15.514,-0.0575,0.065,0.370,-138,,,
01/27/2023 02:31:33 pm,2.550,9,-2.251,3.549,16.096,-0.0537,0.085,0.384,-129,,,
01/27/2023 02:31:33 pm,2.600,11,-2.059,4.363,16.096,-0.0492,0.104,0.384,-118,,,
01/27/2023 02:31:33 pm,2.650,14,-1.815,5.178,14.932,-0.0433,0.124,0.356,-104,,,
01/27/2023 02:31:33 pm,2.700,16,-1.536,5.934,11.829,-0.0367,0.142,0.282,-88,,,
01/27/2023 02:31:33 pm,2.750,18,-1.222,6.458,5.818,-0.0292,0.154,0.139,-70,,,
01/27/2023 02:31:33 pm,2.800,20,-0.873,6.632,-3.297,-0.0208,0.158,-0.079,-50,,,
01/27/2023 02:31:33 pm,2.850,19,-0.541,6.225,-14.544,-0.0129,0.149,-0.347,-31,,,
01/27/2023 02:31:33 pm,2.900,18,-0.227,5.178,-25.986,-0.0054,0.124,-0.620,-13,,,
01/27/2023 02:31:33 pm,2.950,13,0.000,3.549,-35.101,0.0000,0.085,-0.838,0,,,
01/27/2023 02:31:34 pm,3.000,8,0.140,1.513,-40.143,0.0033,0.036,-0.958,8,,,
01/27/2023 02:31:34 pm,3.050,1,0.157,-0.640,-40.143,0.0037,-0.015,-0.958,9,,,
01/27/2023 02:31:34 pm,3.100,-5,0.070,-2.676,-35.101,0.0017,-0.064,-0.838,4,,,
01/27/2023 02:31:34 pm,3.150,-11,-0.122,-4.305,-25.986,-0.0029,-0.103,-0.620,-7,,,
01/27/2023 02:31:34 pm,3.200,-15,-0.384,-5.352,-14.544,-0.0092,-0.128,-0.347,-22,,,
01/27/2023 02:31:34 pm,3.250,-17,-0.681,-5.760,-2.909,-0.0163,-0.138,-0.069,-39,,,
01/27/2023 02:31:34 pm,3.300,-17,-0.977,-5.585,7.175,-0.0233,-0.133,0.171,-56,,,
01/27/2023 02:31:34 pm,3.350,-16,-1.257,-4.945,14.544,-0.0300,-0.118,0.347,-72,,,
01/27/2023 02:31:34 pm,3.400,-13,-1.484,-4.014,19.005,-0.0354,-0.096,0.454,-85,,,
01/27/2023 02:31:34 pm,3.406,,,,,,,,,1.00,,
01/27/2023 02:31:34 pm,3.450,-10,-1.658,-2.967,21.332,-0.0396,-0.071,0.509,-95,,,
01/27/2023 02:31:34 pm,3.465,,,,,,,,,0.00,0.06,0.85
01/27/2023 02:31:34 pm,3.500,-7,-1.780,-1.862,22.495,-0.0425,-0.044,0.537,-102,,,
01/27/2023 02:31:34 pm,3.550,-4,-1.850,-0.698,22.883,-0.0442,-0.017,0.546,-106,,,
01/27/2023 02:31:34 pm,3.600,0,-1.850,0.465,22.689,-0.0442,0.011,0.542,-106,,,
01/27/2023 02:31:34 pm,3.650,3,-1.798,1.571,22.495,-0.0429,0.038,0.537,-103,,,
01/27/2023 02:31:34 pm,3.700,6,-1.693,2.676,22.495,-0.0404,0.064,0.537,-97,,,
01/27/2023 02:31:34 pm,3.750,9,-1.536,3.840,21.526,-0.0367,0.092,0.514,-88,,,
01/27/2023 02:31:34 pm,3.800,13,-1.309,4.945,18.035,-0.0312,0.118,0.431,-75,,,
01/27/2023 02:31:34 pm,3.850,16,-1.030,5.760,11.248,-0.0246,0.137,0.269,-59,,,
01/27/2023 02:31:34 pm,3.900,18,-0.716,6.167,1.357,-0.0171,0.147,0.032,-41,,,
01/27/2023 02:31:34 pm,3.950,18,-0.401,5.992,-10.666,-0.0096,0.143,-0.255,-23,,,
01/27/2023 02:31:35 pm,4.000,18,-0.087,5.120,-23.271,-0.0021,0.122,-0.556,-5,,,
01/27/2023 02:31:35 pm,4.050,13,0.140,3.607,-33.937,0.0033,0.086,-0.810,8,,,
01/27/2023 02:31:35 pm,4.100,8,0.279,1.571,-40.530,0.0067,0.037,-0.968,16,,,
01/27/2023 02:31:35 pm,4.150,2,0.314,-0.640,-41.694,0.0075,-0.015,-0.995,18,,,
01/27/2023 02:31:35 pm,4.200,-6,0.209,-2.793,-37.428,0.0050,-0.067,-0.894,12,,,
01/27/2023 02:31:35 pm,4.250,-11,0.017,-4.538,-29.283,4.1667E-4,-0.108,-0.699,1,,,
01/27/2023 02:31:35 pm,4.300,-16,-0.262,-5.760,-19.005,-0.0062,-0.137,-0.454,-15,,,
01/27/2023 02:31:35 pm,4.350,-18,-0.576,-6.458,-8.339,-0.0137,-0.154,-0.199,-33,,,
01/27/2023 02:31:35 pm,4.400,-20,-0.925,-6.574,1.164,-0.0221,-0.157,0.028,-53,,,
01/27/2023 02:31:35 pm,4.450,-19,-1.257,-6.225,7.951,-0.0300,-0.149,0.190,-72,,,
01/27/2023 02:31:35 pm,4.500,-17,-1.553,-5.643,11.442,-0.0371,-0.135,0.273,-89,,,
01/27/2023 02:31:35 pm,4.550,-15,-1.815,-5.003,12.411,-0.0433,-0.119,0.296,-104,,,
01/27/2023 02:31:35 pm,4.600,-14,-2.059,-4.363,11.829,-0.0492,-0.104,0.282,-118,,,
01/27/2023 02:31:35 pm,4.650,-11,-2.251,-3.782,10.472,-0.0537,-0.090,0.250,-129,,,
01/27/2023 02:31:35 pm,4.700,-10,-2.426,-3.316,9.308,-0.0579,-0.079,0.222,-139,,,
01/27/2023 02:31:35 pm,4.711,,,,,,,,,1.00,,
01/27/2023 02:31:35 pm,4.750,-9,-2.583,-2.909,8.921,-0.0617,-0.069,0.213,-148,,,
01/27/2023 02:31:35 pm,4.769,,,,,,,,,0.00,0.06,0.86
01/27/2023 02:31:35 pm,4.800,-8,-2.723,-2.443,8.921,-0.0650,-0.058,0.213,-156,,,
01/27/2023 02:31:35 pm,4.850,-6,-2.827,-1.978,8.727,-0.0675,-0.047,0.208,-162,,,
01/27/2023 02:31:35 pm,4.900,-5,-2.915,-1.571,8.339,-0.0696,-0.038,0.199,-167,,,
01/27/2023 02:31:35 pm,4.950,-4,-2.985,-1.164,7.951,-0.0712,-0.028,0.190,-171,,,
01/27/2023 02:31:36 pm,5.000,-3,-3.037,-0.756,7.369,-0.0725,-0.018,0.176,-174,,,
01/27/2023 02:31:36 pm,5.050,-1,-3.054,-0.407,6.400,-0.0729,-0.010,0.153,-175,,,
01/27/2023 02:31:36 pm,5.100,-1,-3.072,-0.116,5.236,-0.0733,-0.003,0.125,-176,,,
01/27/2023 02:31:36 pm,5.150,0,-3.072,0.116,3.879,-0.0733,0.003,0.093,-176,,,
01/27/2023 02:31:36 pm,5.200,1,-3.054,0.291,2.133,-0.0729,0.007,0.051,-175,,,
01/27/2023 02:31:36 pm,5.250,1,-3.037,0.349,0.194,-0.0725,0.008,0.005,-174,,,
01/27/2023 02:31:36 pm,5.300,1,-3.019,0.291,-1.551,-0.0721,0.007,-0.037,-173,,,
01/27/2023 02:31:36 pm,5.350,1,-3.002,0.175,-2.909,-0.0717,0.004,-0.069,-172,,,
01/27/2023 02:31:36 pm,5.400,0,-3.002,0.000,-4.072,-0.0717,0.000,-0.097,-172,,,
01/27/2023 02:31:36 pm,5.450,0,-3.002,-0.233,-5.430,-0.0717,-0.006,-0.130,-172,,,
01/27/2023 02:31:36 pm,5.500,-1,-3.019,-0.524,-7.175,-0.0721,-0.013,-0.171,-173,,,
01/27/2023 02:31:36 pm,5.550,-2,-3.054,-0.931,-9.502,-0.0729,-0.022,-0.227,-175,,,
01/27/2023 02:31:36 pm,5.600,-3,-3.107,-1.454,-12.217,-0.0742,-0.035,-0.292,-178,,,
01/27/2023 02:31:36 pm,5.650,-5,-3.194,-2.153,-14.738,-0.0762,-0.051,-0.352,-183,,,
01/27/2023 02:31:36 pm,5.700,-7,-3.316,-2.967,-16.484,-0.0792,-0.071,-0.394,-190,,,
01/27/2023 02:31:36 pm,5.750,-10,-3.491,-3.840,-17.259,-0.0833,-0.092,-0.412,-200,,,
01/27/2023 02:31:36 pm,5.800,-12,-3.700,-4.712,-17.259,-0.0883,-0.112,-0.412,-212,,,
01/27/2023 02:31:36 pm,5.850,-15,-3.962,-5.585,-15.708,-0.0946,-0.133,-0.375,-227,,,
01/27/2023 02:31:36 pm,5.900,-17,-4.259,-6.400,-11.248,-0.1017,-0.153,-0.269,-244,,,
01/27/2023 02:31:36 pm,5.950,-20,-4.608,-6.865,-2.909,-0.1100,-0.164,-0.069,-264,,,
01/27/2023 02:31:37 pm,6.000,-21,-4.974,-6.807,8.727,-0.1187,-0.162,0.208,-285,,,
01/27/2023 02:31:37 pm,6.008,,,,,,,,,1.00,,
01/27/2023 02:31:37 pm,6.050,-19,-5.306,-6.050,21.914,-0.1267,-0.144,0.523,-304,,,
01/27/2023 02:31:37 pm,6.065,,,,,,,,,0.00,0.06,0.87
01/27/2023 02:31:37 pm,6.100,-17,-5.603,-4.596,34.325,-0.1337,-0.110,0.819,-321,,,
01/27/2023 02:31:37 pm,6.150,-11,-5.794,-2.502,42.858,-0.1383,-0.060,1.023,-332,,,
01/27/2023 02:31:37 pm,6.200,-4,-5.864,-0.058,45.379,-0.1400,-0.001,1.083,-336,,,
01/27/2023 02:31:37 pm,6.250,4,-5.794,2.269,41.694,-0.1383,0.054,0.995,-332,,,
01/27/2023 02:31:37 pm,6.300,10,-5.620,4.247,33.549,-0.1342,0.101,0.801,-322,,,
01/27/2023 02:31:37 pm,6.350,15,-5.358,5.701,22.883,-0.1279,0.136,0.546,-307,,,
01/27/2023 02:31:37 pm,6.400,19,-5.027,6.574,11.054,-0.1200,0.157,0.264,-288,,,
01/27/2023 02:31:37 pm,6.450,20,-4.677,6.807,1.776E-14,-0.1117,0.162,-3.886E-15,-268,,,
01/27/2023 02:31:37 pm,6.500,20,-4.328,6.458,-8.339,-0.1033,0.154,-0.199,-248,,,
01/27/2023 02:31:37 pm,6.550,18,-4.014,5.818,-13.187,-0.0958,0.139,-0.315,-230,,,
01/27/2023 02:31:37 pm,6.600,15,-3.752,5.061,-15.320,-0.0896,0.121,-0.366,-215,,,
01/27/2023 02:31:37 pm,6.650,14,-3.508,4.247,-15.902,-0.0837,0.101,-0.380,-201,,,
01/27/2023 02:31:37 pm,6.700,11,-3.316,3.432,-15.514,-0.0792,0.082,-0.370,-190,,,
01/27/2023 02:31:37 pm,6.750,8,-3.176,2.676,-14.738,-0.0758,0.064,-0.352,-182,,,
01/27/2023 02:31:37 pm,6.800,7,-3.054,1.978,-14.157,-0.0729,0.047,-0.338,-175,,,
01/27/2023 02:31:37 pm,6.850,5,-2.967,1.280,-13.575,-0.0708,0.031,-0.324,-170,,,
01/27/2023 02:31:37 pm,6.900,2,-2.932,0.582,-12.799,-0.0700,0.014,-0.306,-168,,,
01/27/2023 02:31:37 pm,6.950,1,-2.915,0.000,-12.217,-0.0696,1.388E-16,-0.292,-167,,,
01/27/2023 02:31:38 pm,7.000,-1,-2.932,-0.582,-12.023,-0.0700,-0.014,-0.287,-168,,,
01/27/2023 02:31:38 pm,7.050,-2,-2.967,-1.222,-12.023,-0.0708,-0.029,-0.287,-170,,,
01/27/2023 02:31:38 pm,7.100,-5,-3.054,-1.804,-11.829,-0.0729,-0.043,-0.282,-175,,,
01/27/2023 02:31:38 pm,7.150,-6,-3.159,-2.385,-11.829,-0.0754,-0.057,-0.282,-181,,,
01/27/2023 02:31:38 pm,7.200,-7,-3.281,-2.967,-12.217,-0.0783,-0.071,-0.292,-188,,,
01/27/2023 02:31:38 pm,7.250,-10,-3.456,-3.607,-12.217,-0.0825,-0.086,-0.292,-198,,,
01/27/2023 02:31:38 pm,7.295,,,,,,,,,1.00,,
01/27/2023 02:31:38 pm,7.300,-11,-3.648,-4.247,-11.248,-0.0871,-0.101,-0.269,-209,,,
01/27/2023 02:31:38 pm,7.350,-13,-3.875,-4.771,-8.921,-0.0925,-0.114,-0.213,-222,,,
01/27/2023 02:31:38 pm,7.353,,,,,,,,,0.00,0.06,0.86
01/27/2023 02:31:38 pm,7.400,-15,-4.136,-5.178,-5.042,-0.0987,-0.124,-0.120,-237,,,
01/27/2023 02:31:38 pm,7.450,-15,-4.398,-5.352,0.388,-0.1050,-0.128,0.009,-252,,,
01/27/2023 02:31:38 pm,7.500,-16,-4.677,-5.178,7.369,-0.1117,-0.124,0.176,-268,,,
01/27/2023 02:31:38 pm,7.550,-15,-4.939,-4.654,14.932,-0.1179,-0.111,0.356,-283,,,
01/27/2023 02:31:38 pm,7.600,-12,-5.149,-3.665,21.914,-0.1229,-0.087,0.523,-295,,,
01/27/2023 02:31:38 pm,7.650,-10,-5.323,-2.385,26.956,-0.1271,-0.057,0.644,-305,,,
01/27/2023 02:31:38 pm,7.700,-4,-5.393,-0.873,28.507,-0.1288,-0.021,0.681,-309,,,
01/27/2023 02:31:38 pm,7.750,-1,-5.411,0.640,26.180,-0.1292,0.015,0.625,-310,,,
01/27/2023 02:31:38 pm,7.800,5,-5.323,1.862,20.556,-0.1271,0.044,0.491,-305,,,
01/27/2023 02:31:38 pm,7.850,7,-5.201,2.734,13.187,-0.1242,0.065,0.315,-298,,,
01/27/2023 02:31:38 pm,7.900,9,-5.044,3.200,5.236,-0.1204,0.076,0.125,-289,,,
01/27/2023 02:31:38 pm,7.950,10,-4.869,3.258,-2.715,-0.1162,0.078,-0.065,-279,,,
01/27/2023 02:31:39 pm,8.000,10,-4.695,2.909,-9.696,-0.1121,0.069,-0.231,-269,,,
01/27/2023 02:31:39 pm,8.050,7,-4.573,2.211,-14.932,-0.1092,0.053,-0.356,-262,,,
01/27/2023 02:31:39 pm,8.100,6,-4.468,1.338,-18.229,-0.1067,0.032,-0.435,-256,,,
01/27/2023 02:31:39 pm,8.150,2,-4.433,0.349,-19.586,-0.1058,0.008,-0.468,-254,,,
01/27/2023 02:31:39 pm,8.200,0,-4.433,-0.698,-19.005,-0.1058,-0.017,-0.454,-254,,,
01/27/2023 02:31:39 pm,8.250,-4,-4.503,-1.629,-16.678,-0.1075,-0.039,-0.398,-258,,,
01/27/2023 02:31:39 pm,8.300,-6,-4.608,-2.385,-13.381,-0.1100,-0.057,-0.319,-264,,,
01/27/2023 02:31:39 pm,8.350,-8,-4.747,-2.967,-9.308,-0.1133,-0.071,-0.222,-272,,,
01/27/2023 02:31:39 pm,8.400,-9,-4.904,-3.374,-3.685,-0.1171,-0.081,-0.088,-281,,,
01/27/2023 02:31:39 pm,8.450,-11,-5.096,-3.432,3.879,-0.1217,-0.082,0.093,-292,,,
01/27/2023 02:31:39 pm,8.500,-10,-5.271,-3.025,12.217,-0.1258,-0.072,0.292,-302,,,
01/27/2023 02:31:39 pm,8.550,-8,-5.411,-2.153,19.199,-0.1292,-0.051,0.458,-310,,,
01/27/2023 02:31:39 pm,8.589,,,,,,,,,1.00,,
01/27/2023 02:31:39 pm,8.600,-5,-5.498,-0.989,23.271,-0.1312,-0.024,0.556,-315,,,
01/27/2023 02:31:39 pm,8.647,,,,,,,,,0.00,0.06,0.87
01/27/2023 02:31:39 pm,8.650,-1,-5.515,0.291,24.047,-0.1317,0.007,0.574,-316,,,
01/27/2023 02:31:39 pm,8.700,3,-5.463,1.513,22.301,-0.1304,0.036,0.532,-313,,,
01/27/2023 02:31:39 pm,8.750,6,-5.358,2.560,18.811,-0.1279,0.061,0.449,-307,,,
01/27/2023 02:31:39 pm,8.800,9,-5.201,3.432,13.963,-0.1242,0.082,0.333,-298,,,
01/27/2023 02:31:39 pm,8.850,11,-5.009,4.014,8.145,-0.1196,0.096,0.194,-287,,,
01/27/2023 02:31:39 pm,8.900,13,-4.782,4.247,2.133,-0.1142,0.101,0.051,-274,,,
01/27/2023 02:31:39 pm,8.950,12,-4.573,4.189,-3.103,-0.1092,0.100,-0.074,-262,,,
01/27/2023 02:31:40 pm,9.000,12,-4.363,3.898,-7.369,-0.1042,0.093,-0.176,-250,,,
01/27/2023 02:31:40 pm,9.050,11,-4.171,3.432,-10.666,-0.0996,0.082,-0.255,-239,,,
01/27/2023 02:31:40 pm,9.100,9,-4.014,2.793,-12.799,-0.0958,0.067,-0.306,-230,,,
01/27/2023 02:31:40 pm,9.150,7,-3.892,2.094,-13.963,-0.0929,0.050,-0.333,-223,,,
01/27/2023 02:31:40 pm,9.200,5,-3.805,1.396,-14.932,-0.0908,0.033,-0.356,-218,,,
01/27/2023 02:31:40 pm,9.250,3,-3.752,0.640,-16.290,-0.0896,0.015,-0.389,-215,,,
01/27/2023 02:31:40 pm,9.300,1,-3.735,-0.233,-17.453,-0.0892,-0.006,-0.417,-214,,,
01/27/2023 02:31:40 pm,9.350,-2,-3.770,-1.164,-17.841,-0.0900,-0.028,-0.426,-216,,,
01/27/2023 02:31:40 pm,9.400,-5,-3.857,-2.036,-17.841,-0.0921,-0.049,-0.426,-221,,,
01/27/2023 02:31:40 pm,9.450,-7,-3.979,-2.909,-18.035,-0.0950,-0.069,-0.431,-228,,,
01/27/2023 02:31:40 pm,9.500,-9,-4.136,-3.840,-17.841,-0.0987,-0.092,-0.426,-237,,,
01/27/2023 02:31:40 pm,9.550,-13,-4.363,-4.771,-15.514,-0.1042,-0.114,-0.370,-250,,,
01/27/2023 02:31:40 pm,9.600,-15,-4.625,-5.527,-9.890,-0.1104,-0.132,-0.236,-265,,,
01/27/2023 02:31:40 pm,9.650,-17,-4.922,-5.876,-0.776,-0.1175,-0.140,-0.019,-282,,,
01/27/2023 02:31:40 pm,9.700,-18,-5.236,-5.701,10.666,-0.1250,-0.136,0.255,-300,,,
01/27/2023 02:31:40 pm,9.750,-16,-5.515,-4.829,22.301,-0.1317,-0.115,0.532,-316,,,
01/27/2023 02:31:40 pm,9.800,-13,-5.742,-3.374,31.804,-0.1371,-0.081,0.759,-329,,,
01/27/2023 02:31:40 pm,9.850,-7,-5.864,-1.513,37.428,-0.1400,-0.036,0.894,-336,,,
01/27/2023 02:31:40 pm,9.887,,,,,,,,,1.00,,
01/27/2023 02:31:40 pm,9.900,-2,-5.899,0.524,38.785,-0.1408,0.013,0.926,-338,,,
01/27/2023 02:31:40 pm,9.945,,,,,,,,,0.00,0.06,0.86
01/27/2023 02:31:40 pm,9.950,5,-5.812,2.502,35.682,-0.1387,0.060,0.852,-333,,,
01/27/2023 02:31:41 pm,10.000,10,-5.637,4.247,28.701,-0.1346,0.101,0.685,-323,,,
01/27/2023 02:31:41 pm,10.050,15,-5.376,5.469,19.199,-0.1283,0.131,0.458,-308,,,
01/27/2023 02:31:41 pm,10.100,18,-5.061,6.167,9.114,-0.1208,0.147,0.218,-290,,,
01/27/2023 02:31:41 pm,10.150,18,-4.747,6.341,0.194,-0.1133,0.151,0.005,-272,,,
01/27/2023 02:31:41 pm,10.200,19,-4.416,6.109,-6.593,-0.1054,0.146,-0.157,-253,,,
01/27/2023 02:31:41 pm,10.250,17,-4.119,5.585,-10.278,-0.0983,0.133,-0.245,-236,,,
01/27/2023 02:31:41 pm,10.300,15,-3.857,4.945,-11.054,-0.0921,0.118,-0.264,-221,,,
01/27/2023 02:31:41 pm,10.350,13,-3.630,4.422,-10.278,-0.0867,0.106,-0.245,-208,,,
01/27/2023 02:31:41 pm,10.400,12,-3.421,3.956,-9.308,-0.0817,0.094,-0.222,-196,,,
01/27/2023 02:31:41 pm,10.450,11,-3.229,3.491,-8.339,-0.0771,0.083,-0.199,-185,,,
01/27/2023 02:31:41 pm,10.500,9,-3.072,3.083,-6.981,-0.0733,0.074,-0.167,-176,,,
01/27/2023 02:31:41 pm,10.550,8,-2.932,2.793,-5.818,-0.0700,0.067,-0.139,-168,,,
01/27/2023 02:31:41 pm,10.600,8,-2.793,2.560,-5.236,-0.0667,0.061,-0.125,-160,,,
01/27/2023 02:31:41 pm,10.650,7,-2.670,2.269,-4.848,-0.0637,0.054,-0.116,-153,,,
01/27/2023 02:31:41 pm,10.700,6,-2.566,2.036,-4.266,-0.0612,0.049,-0.102,-147,,,
01/27/2023 02:31:41 pm,10.750,5,-2.478,1.862,-3.491,-0.0592,0.044,-0.083,-142,,,
01/27/2023 02:31:41 pm,10.800,6,-2.374,1.687,-2.715,-0.0567,0.040,-0.065,-136,,,
01/27/2023 02:31:41 pm,10.850,4,-2.304,1.571,-1.745,-0.0550,0.037,-0.042,-132,,,
01/27/2023 02:31:41 pm,10.900,4,-2.234,1.513,-0.776,-0.0533,0.036,-0.019,-128,,,
01/27/2023 02:31:41 pm,10.950,5,-2.147,1.513,0.194,-0.0512,0.036,0.005,-123,,,
01/27/2023 02:31:42 pm,11.000,4,-2.077,1.513,1.745,-0.0496,0.036,0.042,-119,,,
01/27/2023 02:31:42 pm,11.050,4,-2.007,1.629,4.072,-0.0479,0.039,0.097,-115,,,
01/27/2023 02:31:42 pm,11.100,5,-1.920,1.920,6.787,-0.0458,0.046,0.162,-110,,,
01/27/2023 02:31:42 pm,11.150,6,-1.815,2.327,9.308,-0.0433,0.056,0.222,-104,,,
01/27/2023 02:31:42 pm,11.180,,,,,,,,,1.00,,
01/27/2023 02:31:42 pm,11.200,7,-1.693,2.851,11.442,-0.0404,0.068,0.273,-97,,,
01/27/2023 02:31:42 pm,11.238,,,,,,,,,0.00,0.06,0.87
01/27/2023 02:31:42 pm,11.250,9,-1.536,3.491,12.799,-0.0367,0.083,0.306,-88,,,
01/27/2023 02:31:42 pm,11.300,11,-1.344,4.189,12.605,-0.0321,0.100,0.301,-77,,,
01/27/2023 02:31:42 pm,11.350,13,-1.117,4.829,10.084,-0.0267,0.115,0.241,-64,,,
01/27/2023 02:31:42 pm,11.400,15,-0.855,5.294,5.042,-0.0204,0.126,0.120,-49,,,
